-9.988562077441129361e+01;-5.636545987318411477e+01
-9.870024806438779308e+01;-5.993294291551963227e+01
-9.770379561143607816e+01;-5.577660644678046964e+01
-9.469280606322728033e+01;-4.999621025085735937e+01
-9.357995121919245207e+01;-5.506439714115670370e+01
-8.841496670116248424e+01;-5.162487754421595554e+01
-8.615749630632328149e+01;-4.574311999925903649e+01
-8.580138279819348668e+01;-4.851082343759277649e+01
-8.404160461527450821e+01;-4.458012387767074358e+01
-8.261223347411677764e+01;-5.328191747300171954e+01
-8.181811756524122359e+01;-4.096774142359300441e+01
-8.065672463330719211e+01;-4.057221791154657353e+01
-8.061383715423534113e+01;-4.719324589217345078e+01
-8.031642576960823021e+01;-5.498159240789887292e+01
-7.432170710004743341e+01;-4.652606015149311247e+01
-6.943214629007303529e+01;-3.985304151570571207e+01
-6.890410003764368696e+01;-3.855303835026301584e+01
-6.577227036038060248e+01;-3.243117869778149753e+01
-6.195821831183769746e+01;-3.433467357184318303e+01
-6.191801712762445931e+01;-3.820519337625476908e+01
-5.976978732206082157e+01;-3.401096403543084534e+01
-5.809859384570246021e+01;-2.305918768071179770e+01
-5.715263852591228044e+01;-1.811732199996504988e+01
-5.595652310968810639e+01;-2.707457997611662037e+01
-5.591187559186066380e+01;-3.284768970522127063e+01
-5.535785237023544880e+01;-2.412290528064850648e+01
-5.506053259368852792e+01;-2.482223932554576962e+01
-5.067449846120331358e+01;-2.046927780372277539e+01
-5.026873321594287347e+01;-1.276785160691332877e+01
-5.003871042357990007e+01;-1.623354596381515336e+01
-4.732218984978185006e+01;-2.204788151630057413e+01
-4.663496200949144566e+01;-2.018325072857913938e+01
-4.660443559017733151e+01;-1.196217953160474323e+01
-4.440527937798157865e+01;-1.478985794004414167e+01
-4.429097106661190253e+01;-1.534285960361865087e+01
-4.212240727957856734e+01;-1.446453088108806817e+01
-4.031104171027342176e+01;-1.862004856797942409e+01
-3.690939038818361695e+01;-1.221947233982487724e+01
-3.238288757050892741e+01;-1.174155531653874185e+01
-2.410891164847043910e+01;-5.837327467923303814e+00
-2.367614269869264376e+01;-1.722196113807882734e+00
-2.087361978786714189e+01;6.092932183746339270e+00
-2.011989897192054855e+01;3.236021965548132595e+00
-1.947574357954624702e+01;-4.925068108615999307e+00
-1.561563606294591011e+01;6.519919751760872018e+00
-1.537241195982261388e+01;4.719173347125773077e+00
-1.304694986617900554e+01;2.984017450412188577e+00
-1.237998321709919480e+01;2.810040180274012922e+00
-9.255258734158715583e+00;1.730775343110965991e+01
-6.595066392665003718e+00;1.158670422668766165e+01
-5.465794737641175516e+00;1.213272586352333882e+01
-4.943524380253734307e+00;6.806055365762341935e+00
-2.801907336677246008e+00;1.134634813170178980e+01
1.172226100596702736e-01;1.886705125757248425e+01
1.071057620672476673e+00;1.540347237330215258e+01
1.905258735292903793e+00;3.234276678545231221e+01
6.070734439035490482e+00;1.612296008479478004e+01
7.245618290940143424e+00;2.387937816630953591e+01
7.394066081759035569e+00;1.173781158373113165e+01
8.988296120643340714e+00;2.716466733095326802e+01
1.006506248996960551e+01;3.911838813647620583e+01
1.040812625464539565e+01;2.046580837021985033e+01
1.227362683263015697e+01;2.206152036465010013e+01
1.420861866505688909e+01;3.259594283178768137e+01
1.547042905135241142e+01;1.808865470876315484e+01
2.182620113339763179e+01;2.647775071321227358e+01
2.548920834061800633e+01;3.254546112667317459e+01
2.713688885288003405e+01;2.982008933016448538e+01
2.788535969157675254e+01;3.748047548885268299e+01
2.997561152789069183e+01;5.009375925135877594e+01
3.379555565925610949e+01;3.924449695651945547e+01
3.692285019797492396e+01;3.493017488230624679e+01
4.091436724298469585e+01;4.608812792019204352e+01
4.581516989197012890e+01;3.940298898225972835e+01
4.594635733876359041e+01;4.066020501033854373e+01
4.598621381799523533e+01;5.223683585547505004e+01
4.729424283280246755e+01;4.241571387579555363e+01
5.250216001503025609e+01;4.233290398428244572e+01
5.841587287259281425e+01;5.329192700646029124e+01
6.116385036656157581e+01;5.535493500984275528e+01
6.588093285059898108e+01;5.280346673388442724e+01
6.720551701599038097e+01;6.699003504100393513e+01
6.857038403796192938e+01;6.258580923105880345e+01
6.949887326949195199e+01;5.543729091090079919e+01
7.192708005074931066e+01;6.767615322118055587e+01
7.215594044689962061e+01;6.208789097989160410e+01
7.226982095236610348e+01;6.208026838206555453e+01
7.410371396735337157e+01;7.582160713876447744e+01
7.448660821705149715e+01;6.493263705392786278e+01
7.527352529453378338e+01;6.380628254542858002e+01
7.560191984080810812e+01;6.892083851142636775e+01
7.574437556463684018e+01;6.912525447568978620e+01
7.956457672049538132e+01;7.630149332729656919e+01
8.108400260122559189e+01;6.811347042814857389e+01
8.290951794810871434e+01;6.824452105359740983e+01
8.581972325292340997e+01;7.495978192730018463e+01
8.858194286701089482e+01;7.942814193463750883e+01
9.144261444135622696e+01;7.686789465129068333e+01
9.790467012731903651e+01;7.846653640595397405e+01
9.922427604801936241e+01;7.036899286266337583e+01
