-9.966174435627411299e+01;7.521732358404546176e+03
-9.889103637239364275e+01;7.589591662765416913e+03
-9.511492245463473694e+01;6.675782111743107635e+03
-9.504272762036225686e+01;6.299299937425795179e+03
-9.457959073193751465e+01;6.107204424664631006e+03
-8.995632297187181337e+01;5.520815466147724692e+03
-8.994307330227448460e+01;5.426786712293805977e+03
-8.600523777473796372e+01;4.773920297071360437e+03
-8.543435416308618358e+01;5.274784133121888772e+03
-8.450332922705283067e+01;4.923936075719173459e+03
-7.447444054376785516e+01;4.379667152493337198e+03
-6.482266365869367064e+01;3.538477852140219511e+03
-6.428643676550726127e+01;3.786386510952099343e+03
-6.137404233445826662e+01;2.759086601031594000e+03
-5.611567307571277041e+01;2.005025468474097579e+03
-5.551325649086711422e+01;2.396816585707354989e+03
-5.103149118432996545e+01;8.753124949237335386e+02
-5.016034406800567069e+01;2.095078695268967294e+03
-4.954569364352388305e+01;1.818457510207289715e+03
-4.663885808110559594e+01;8.487449576945808758e+02
-4.508051061649234015e+01;1.342912778386464652e+03
-4.417500145562571845e+01;3.973403025420869881e+02
-4.261725662621456223e+01;1.281134454867689101e+03
-3.981002508688693808e+01;1.109779903509200949e+03
-3.896182653227988624e+01;5.691983783644452615e+02
-3.605808631624753957e+01;1.312299611944719800e+03
-3.463083902373828948e+01;1.090975847862564251e+03
-3.434760976045869540e+01;1.699088248946653948e+03
-2.392379421445767207e+01;8.798842262259831841e+02
-2.296091333105457011e+01;4.317996385476675414e+01
-1.951992258845507422e+01;2.068963835868377714e+02
-1.913666617247258728e+01;5.559037137970026379e+02
-1.832141827615663487e+01;6.577821515717408829e+02
-1.711179780045613086e+01;-6.458885619192386685e+00
-1.684515317936880763e+01;3.524785148660710092e+02
-1.591073324541834211e+01;4.414557162361236351e+02
-1.497076121145317984e+01;-6.462144580277805517e+01
-1.402237000203308526e+01;-4.873653727734554195e+02
-1.308724828707113375e+01;3.722840829584420135e+02
-1.283280479067268232e+01;5.743573896355995885e+02
-1.156804013903851569e+01;2.356651472069908664e+02
-7.660311189697651457e+00;-1.559296394927510505e+02
-7.002361950597162377e+00;-3.028928007391268125e+02
-5.065112635389340312e+00;1.020782977881836473e+01
-1.124566197912614030e+00;4.248958378792596591e+01
9.556329648803938426e-01;-5.035420623893778611e+02
2.284611933895618563e+00;6.463607861003963535e+02
3.090401983043292944e+00;2.049377617424142670e+02
7.243146495744383628e+00;8.812848492093128243e+02
7.883809584506735746e+00;1.062020558625615649e+02
8.030444503691285263e+00;2.931345564491464870e+02
8.522228100783067362e+00;2.657631429484784462e+02
9.226461946767813060e+00;-2.076568637684769101e+02
1.287839660495481553e+01;2.144865903575982315e+02
1.681588284084503471e+01;-1.188883750146648026e+02
2.310298319027610603e+01;-5.813367771955058743e+02
2.445139219481293935e+01;9.257971371439198265e+02
2.658817115315915203e+01;3.776036301515358673e+01
2.753228735523126147e+01;9.208250347357467263e+02
2.829634772152553523e+01;-5.638458684916224684e+02
3.284753698225446783e+01;5.597016698545287454e+02
3.351554651727062151e+01;1.471034645754313260e+03
3.455913411143342273e+01;9.029019179283130825e+02
3.582837700566994954e+01;9.946514285125819015e+02
3.878996245981045377e+01;1.344299842518089463e+03
3.927085009810099336e+01;8.541909307336236452e+02
4.128382833891043902e+01;1.677596648141001424e+03
4.175705676683412548e+01;1.057094148499741095e+03
4.388599982896909069e+01;1.081917771669146305e+03
4.395085260279003592e+01;1.232427976236743234e+03
4.570901213054085588e+01;1.210635106828560083e+03
4.839001556789531833e+01;1.425511833204547202e+03
4.873108843191698725e+01;1.360313688573330410e+03
4.950313379561015381e+01;1.579088610598782907e+03
5.019289532369458584e+01;1.807349742105836413e+03
5.022762750814644050e+01;2.574395818172283271e+03
5.069502501187716348e+01;1.830233174211462028e+03
5.224594157880542866e+01;1.319223601291943396e+03
5.311891522361389661e+01;1.060655791054186011e+03
5.316273685943309601e+01;1.296708054906594043e+03
5.747490182709421447e+01;3.115455410495354499e+03
5.906909983057235536e+01;2.471764514893900468e+03
5.920495202535605017e+01;2.569417771370574428e+03
6.028332034445290333e+01;2.107819311828198352e+03
6.044702778742779969e+01;3.170988215673157811e+03
6.611383394428301585e+01;2.055064011066658622e+03
6.638485703105453695e+01;3.673777177919993392e+03
6.960305590126708353e+01;3.785285320946738466e+03
7.068959011382091262e+01;4.010840970977114921e+03
7.171865026755631334e+01;4.251547184304925395e+03
7.292113924399279767e+01;4.638427661588810224e+03
7.628324093266488148e+01;3.951500990492658275e+03
7.828518516208740152e+01;3.698461265322650434e+03
8.023616516565084567e+01;5.071916987504319877e+03
8.096769566803538964e+01;5.105959001698371139e+03
8.616317720966512184e+01;4.763163053729915191e+03
8.784742806494313072e+01;6.409268266680085617e+03
8.807273414603659489e+01;4.967700660420708118e+03
9.000792168863119969e+01;5.633874402545676276e+03
9.250686315231109802e+01;5.981024260536041766e+03
